index,p1.championId,p2.championId,p3.championId,p4.championId,p5.championId,p6.championId,p7.championId,p8.championId,p9.championId,p10.championId,p1.xpDiffPerMinDeltas,p2.xpDiffPerMinDeltas,p3.xpDiffPerMinDeltas,p4.xpDiffPerMinDeltas,p5.xpDiffPerMinDeltas,p6.xpDiffPerMinDeltas,p7.xpDiffPerMinDeltas,p8.xpDiffPerMinDeltas,p9.xpDiffPerMinDeltas,p10.xpDiffPerMinDeltas,t1.goldPerMinDeltas,t2.goldPerMinDeltas,t1.firstBlood,t2.firstBlood,t1.firstRiftHerald,t2.firstRiftHerald,t1.win
13266,39,35,126,131,32,53,36,517,63,114,54.85,54.85,0,0,-1.1,-54.85,1.1,0,-54.85,0,1614.8,1446.2,0,1,1,0,1
13267,14,10,22,78,412,111,134,145,20,39,-14.4,0,-15.8,0,-15.8,15.8,0,15.8,14.4,0,1360,1497.5,0,1,1,0,0
13268,41,63,51,111,30,32,266,360,84,12,-44.16,-44.16,-44.16,-44.16,-44.16,44.16,44.16,44.16,44.16,44.16,1321.8,1616.7,0,1,0,1,0
13269,20,134,8,202,80,235,14,58,104,84,0.78,0.78,0.78,0.78,0.78,-0.78,-0.78,-0.78,-0.78,-0.78,1496.7,1267.1,1,0,1,0,1
13270,81,875,238,11,32,777,20,119,12,17,0,0,59.9,0,123.4,0,-123.4,-59.9,0,0,1585.7,1501.8,0,1,1,0,1
13271,56,163,516,254,32,4,120,432,202,64,0,0,0,13.1,0,0,0,0,0,-13.1,1416.4,1579.5,1,0,0,1,0
13272,203,105,58,78,266,421,50,63,35,246,5.06,5.06,5.06,5.06,5.06,-5.06,-5.06,-5.06,-5.06,-5.06,1550.4,1360.6,1,0,0,1,1
13273,62,50,102,164,79,80,245,122,43,202,32.46,32.46,32.46,32.46,32.46,-32.46,-32.46,-32.46,-32.46,-32.46,1563.9,1399.8,1,0,1,0,1
13274,497,58,142,202,421,10,74,30,267,120,-10.82,-10.82,-10.82,-10.82,-10.82,10.82,10.82,10.82,10.82,10.82,1434,1471,0,1,1,0,0
13275,106,236,55,32,157,8,120,22,78,133,0,0,0,-41.7,-5.5,0,41.7,0,0,5.5,1210.8,1452,1,0,1,0,0
13276,154,267,119,62,7,10,86,81,40,64,13.36,13.36,13.36,13.36,13.36,-13.36,-13.36,-13.36,-13.36,-13.36,1493,1354,0,1,1,0,1
13277,6,22,20,63,105,203,202,112,10,99,30.7,-45.8,-0.9,-45.8,-121.4,0.9,45.8,121.4,-30.7,45.8,1342.6,1583.7,0,1,1,0,0
13278,32,112,24,119,40,202,223,164,25,34,0,-39.7,0,27.6,27.6,-27.6,-27.6,0,0,39.7,1244,1332.7,0,1,1,0,1
13279,412,876,134,6,202,236,30,1,22,111,12.1,34.8,-61.5,50.6,12.1,-50.6,-34.8,61.5,-12.1,-12.1,1335.2,1274.4,1,0,1,0,0
13280,89,876,360,105,62,104,517,164,267,134,0,1.3,0,0,-58.2,-1.3,0,58.2,0,0,1321.3,1514.4,1,0,0,1,0
13281,268,164,523,267,20,122,104,517,89,202,74.3,-156.7,-4.95,-4.95,-58.8,156.7,58.8,-74.3,4.95,4.95,1369.1,1555.6,1,0,0,1,1
13282,12,115,121,21,266,17,30,79,202,432,25.95,41.1,27.2,25.95,-37,37,-41.1,-27.2,-25.95,-25.95,1371.8,1303.1,0,1,1,0,1
13283,164,63,202,141,112,114,555,55,145,107,-15.82,-15.82,-15.82,-15.82,-15.82,15.82,15.82,15.82,15.82,15.82,1363.1,1432,0,1,0,1,0
13284,67,17,875,121,84,498,429,555,12,8,37.25,37.25,57.2,-22.8,59.2,22.8,-37.25,-59.2,-37.25,-57.2,1621.2,1374.9,1,0,1,0,0
13285,63,80,82,120,202,235,14,236,101,30,0,-76.75,0,74.7,-76.75,76.75,0,0,76.75,-74.7,1432.9,1704.8,0,1,0,1,1
13286,76,85,40,119,6,245,16,777,164,202,33.7,0,0,0,4.2,-33.7,0,0,-4.2,0,1475.6,1445.1,0,1,0,0,1
13287,28,84,111,202,126,104,517,54,267,29,-51.4,84.4,-45.85,-45.85,12.4,51.4,-84.4,-12.4,45.85,45.85,1522.8,1555.4,1,0,0,0,0
13288,876,78,61,516,21,114,245,555,38,67,-108.76,-108.76,-108.76,-108.76,-108.76,108.76,108.76,108.76,108.76,108.76,1142.2,1852.9,0,1,0,1,0
13289,62,432,121,134,202,126,267,101,112,104,82.3,31.1,-8.4,51.3,31.1,-82.3,-31.1,-51.3,-31.1,8.4,1393.4,1271.9,0,1,1,0,1
13290,145,107,245,147,106,104,78,131,54,202,29,-75.8,54,29,-60.8,75.8,-29,-54,60.8,-29,1334.9,1249.1,1,0,1,0,1
13291,131,202,113,16,126,121,360,27,78,85,10.6,-42.3,0,-42.3,0,0,42.3,0,42.3,-10.6,1383.3,1399.6,0,1,0,1,0
13292,4,202,875,421,43,114,412,236,112,120,36.9,7.05,-62.3,23.9,7.05,62.3,-7.05,-7.05,-36.9,-23.9,1592.6,1345.5,1,0,0,1,0
13293,10,24,22,147,9,40,45,20,81,157,0,0,-0.85,-0.85,0,0.85,0,0,0.85,0,1339.2,1314.7,0,1,0,1,0
13294,119,5,245,14,89,120,145,518,63,112,13,-178.4,0,0,13,0,-13,-13,178.4,0,1494.1,1420.9,0,1,0,1,1
13295,86,120,89,163,18,142,28,58,432,202,136.55,136.55,0,-43.1,0,43.1,-136.55,0,-136.55,0,1579.4,1289,1,0,1,0,1
13296,78,7,16,20,21,202,84,74,121,412,-102.5,88.4,-20.55,120.7,-20.55,20.55,-88.4,102.5,-120.7,20.55,1379,1248,0,1,0,1,1
13297,360,876,115,28,555,134,50,236,6,59,-48.3,-103.5,-157,35.6,-48.3,157,48.3,48.3,103.5,-35.6,1347.7,1752.9,0,1,0,1,0
13298,50,267,41,90,33,80,122,81,120,105,10.6,10.6,-46.1,-15.5,72,-10.6,46.1,-10.6,-72,15.5,1385.3,1537.3,1,0,0,1,1
13299,35,112,119,223,24,236,55,11,518,106,94.6,0,56.95,56.95,0,-56.95,0,-94.6,-56.95,0,1515.2,1212.1,0,1,1,0,1
13300,143,22,107,112,122,55,141,21,101,67,-63.46,-63.46,-63.46,-63.46,-63.46,63.46,63.46,63.46,63.46,63.46,1461.6,1825.3,0,1,0,1,0
13301,25,202,41,33,8,517,1,20,12,107,32.1,32.1,0,0,-2.1,2.1,-32.1,0,-32.1,0,1384.6,1496.2,0,1,0,1,0
13302,245,517,6,202,89,21,32,131,114,53,0,0,57.4,4.8,4.8,-4.8,-57.4,0,0,-4.8,1315.5,1407.7,0,1,1,0,0
13303,92,84,26,202,120,131,114,121,145,147,-53.8,0,0,0,3.5,0,53.8,-3.5,0,0,1195,1291.4,0,1,1,0,0
13304,360,517,64,80,17,26,21,90,28,777,5.2,-62.6,-55.3,5.2,-26.8,-5.2,-5.2,62.6,55.3,26.8,1322.4,1331.5,1,0,1,0,0
13305,39,36,3,50,360,222,201,80,28,154,0,0,-132.9,-35.45,-35.45,35.45,35.45,0,0,132.9,1315.4,1771.8,0,1,0,1,0
13306,121,105,145,517,63,39,236,875,56,245,23.2,0,0,17.6,0,-17.6,0,0,0,-23.2,1703.4,1606.6,0,1,1,0,1
13307,114,412,360,131,32,238,245,18,267,10,-42.8,0,0,0,26.3,0,-26.3,0,0,42.8,1768,1318.5,1,0,0,0,1
13308,1,131,202,516,120,21,517,99,30,39,-11.5,-26.8,-11.5,-125.2,42,11.5,26.8,11.5,-42,125.2,1489.5,1575.9,1,0,0,1,0
13309,23,56,103,245,81,202,412,517,777,122,0,10.6,3.15,0,3.15,-3.15,-3.15,-10.6,0,0,1489.2,1513.4,0,1,0,1,0
13310,555,12,20,50,24,163,89,266,202,121,25.5,-39,-62.2,-39,-62.2,-25.5,39,62.2,39,62.2,1327.2,1508.1,0,1,1,0,1
13311,104,235,41,84,63,267,202,79,30,83,93.76,93.76,93.76,93.76,93.76,-93.76,-93.76,-93.76,-93.76,-93.76,1577.3,1090.4,1,0,0,1,1
13312,202,6,876,8,63,235,238,245,22,777,14.35,0,0,-62.7,14.35,-14.35,62.7,0,-14.35,0,1484.8,1371.3,1,0,0,1,1
13313,12,24,28,202,777,517,114,497,74,121,38.66,38.66,38.66,38.66,38.66,-38.66,-38.66,-38.66,-38.66,-38.66,1445.4,1330.3,1,0,1,0,1
13314,80,114,360,136,28,7,164,163,2,555,20.3,90.4,20.3,-97.3,17.2,97.3,-90.4,-20.3,-17.2,-20.3,1717.3,1512.7,0,1,0,0,1
13315,120,105,81,55,43,29,235,3,85,59,187.1,-53.9,-52.35,-35.8,-52.35,52.35,52.35,53.9,35.8,-187.1,1365.3,1420.1,0,1,0,1,1
13316,121,110,164,103,238,111,141,78,202,10,-10.2,-2.15,0,-2.15,0,2.15,10.2,0,2.15,0,1507.1,1319.2,1,0,0,1,0
13317,7,523,40,122,120,59,126,16,202,147,-64.6,4.25,4.25,-145,97.4,-97.4,145,-4.25,-4.25,64.6,1252.9,1367.7,0,1,1,0,0
13318,39,21,89,3,120,114,141,33,112,202,-198.5,9.4,9.4,-74.7,-90.9,198.5,90.9,-9.4,74.7,-9.4,1225.5,1524.2,0,1,1,0,0
13319,121,238,101,202,106,876,39,84,145,117,-98.44,-98.44,-98.44,-98.44,-98.44,98.44,98.44,98.44,98.44,98.44,1092,1728,0,1,1,0,0
13320,516,112,22,101,266,32,236,114,875,61,-38,9.9,97.4,97.4,-82.4,82.4,-97.4,38,-97.4,-9.9,1383.8,1185.6,1,0,1,0,1
13321,53,202,104,17,238,141,412,119,266,245,27.38,27.38,27.38,27.38,27.38,-27.38,-27.38,-27.38,-27.38,-27.38,1475.7,1300.9,1,0,1,0,1
13322,777,22,240,56,21,412,876,104,3,202,-96.38,-96.38,-96.38,-96.38,-96.38,96.38,96.38,96.38,96.38,96.38,1184.7,1883.8,0,1,0,1,0
13323,141,91,25,202,84,58,32,99,142,145,63.8,0,0,0,-138.2,138.2,-63.8,0,0,0,1461.4,1656.4,1,0,1,0,0
13324,421,105,84,201,202,121,31,7,555,12,-7.1,36.9,25.2,-8.9,-8.9,7.1,-25.2,-36.9,8.9,8.9,1428,1288.8,1,0,1,0,0
13325,40,32,81,17,126,131,9,157,12,202,10.6,27.3,10.6,-5.7,-63.9,5.7,-27.3,63.9,-10.6,-10.6,1695.2,1502.2,1,0,0,1,1
13326,22,114,20,267,55,432,54,91,202,28,0,-38.4,-88.2,0,0,0,38.4,0,0,88.2,1181.4,1326,1,0,1,0,0
13327,360,113,84,89,122,41,498,105,40,202,13.9,-134.1,64.5,13.9,-211.9,211.9,134.1,-64.5,-13.9,-13.9,1361,1576.8,0,1,0,1,0
13328,98,245,267,876,202,57,84,246,145,875,11.6,0,0,125.3,0,-11.6,0,-125.3,0,0,1330.5,1279.1,0,1,1,0,1
13329,421,876,202,131,412,777,145,17,28,133,139.8,0,87.25,0,87.25,0,-87.25,-87.25,-139.8,0,1744.9,1186.7,0,1,1,0,1
13330,120,105,12,157,17,84,517,202,16,107,105.2,84.9,70.9,70.9,109.4,-84.9,-109.4,-70.9,-70.9,-105.2,1602.9,1146.4,1,0,1,0,1
13331,120,516,61,202,63,245,119,23,875,28,20.24,20.24,20.24,20.24,20.24,-20.24,-20.24,-20.24,-20.24,-20.24,1581.6,1321.4,1,0,1,0,1
13332,1,56,82,103,360,134,39,12,203,202,4.45,103.8,49.4,-19.4,4.45,19.4,-49.4,-4.45,-103.8,-4.45,1337,1232,0,1,1,0,1
13333,121,84,202,516,267,101,10,21,61,107,21.2,0,87.6,0,87.6,-87.6,0,-87.6,0,-21.2,1415,1449.7,0,1,0,1,1
13334,360,89,164,98,30,497,238,517,28,498,0,0,0,0,0,0,0,0,0,0,1549.1,1241.1,0,1,1,0,1
13335,223,412,141,21,82,517,35,360,78,876,-51.82,-51.82,-51.82,-51.82,-51.82,51.82,51.82,51.82,51.82,51.82,1260.8,1692.9,0,1,0,1,0
13336,119,141,17,267,45,38,33,202,27,161,19.8,59.8,39.2,19.8,-141,141,-59.8,-19.8,-39.2,-19.8,1437.2,1381.7,0,1,1,0,0
13337,154,3,164,777,202,114,18,875,107,112,-14.16,-14.16,-14.16,-14.16,-14.16,14.16,14.16,14.16,14.16,14.16,1373.6,1399.7,0,1,0,0,1
13338,147,134,62,202,121,497,30,555,164,74,-83.18,-83.18,-83.18,-83.18,-83.18,83.18,83.18,83.18,83.18,83.18,1152.8,1644.6,0,1,0,1,0
13339,3,33,1,74,107,84,54,112,203,114,3.3,16.7,43.8,3.3,-4.8,-43.8,-3.3,-3.3,-16.7,4.8,1466.5,1365.1,1,0,1,0,1
13340,43,91,84,120,67,23,29,106,267,31,9.18,9.18,9.18,9.18,9.18,-9.18,-9.18,-9.18,-9.18,-9.18,1327.1,1355,0,1,1,0,1
13341,202,245,40,106,115,112,360,35,876,203,48,-71.3,48,-93.7,-61.5,61.5,-48,-48,93.7,71.3,1348.7,1348.6,0,1,0,1,0
13342,111,141,63,246,74,98,91,555,50,60,0,156.5,0,0,0,0,0,0,0,-156.5,1333.8,1253.1,0,1,1,0,1
13343,114,360,875,777,107,4,202,33,92,89,-140.3,87.5,87.5,26.2,-8.1,-26.2,-87.5,8.1,140.3,-87.5,1580.7,1409.3,0,1,1,0,0
13344,154,67,28,119,37,202,112,30,82,50,25.9,-19.7,119.7,-6.85,-6.85,6.85,-25.9,-119.7,19.7,6.85,1458.6,1328.5,1,0,1,0,1
13345,28,112,164,360,497,517,202,875,114,121,116,-20.2,32.3,55.5,55.5,20.2,-55.5,-55.5,-32.3,-116,1682.1,1332.3,1,0,1,0,1
13346,202,238,55,40,54,81,516,104,350,105,0.7,0.7,0.7,0.7,0.7,-0.7,-0.7,-0.7,-0.7,-0.7,1258.2,1335.1,1,0,1,0,0
13347,267,59,14,134,238,876,54,89,145,777,0,-65.5,128,0,0,65.5,-128,0,0,0,1355.9,1397.9,0,1,0,0,1
13348,360,9,91,8,875,164,202,497,517,154,28.6,87.8,109.5,-12,28.6,12,-28.6,-28.6,-109.5,-87.8,1575.4,1271.4,0,1,1,0,0
13349,154,517,80,21,267,32,1,131,10,145,35.9,0,-86.1,0,0,-35.9,0,0,86.1,0,1275.1,1508.5,0,1,1,0,0
13350,25,8,876,41,202,145,122,61,20,89,-16.2,0,0,0,-16.2,16.2,0,0,0,16.2,1479.9,1362.4,1,0,0,0,1
13351,360,103,59,56,1,92,267,22,105,32,-11.9,12.8,-47.2,40.5,-11.9,-40.5,11.9,11.9,-12.8,47.2,1645.7,1445.3,1,0,1,0,0
13352,10,81,103,203,412,238,39,89,32,134,-67,50.4,-200.6,58.3,50.4,200.6,67,-50.4,-58.3,-50.4,1601.5,1499.6,0,1,0,1,0
13353,119,80,114,7,32,875,50,236,121,105,2.75,2.75,0,0,159.8,-2.75,-2.75,0,-159.8,0,1494.5,1379,0,1,1,0,1
13354,67,267,268,120,246,141,50,240,74,54,-41.06,-41.06,-41.06,-41.06,-41.06,41.06,41.06,41.06,41.06,41.06,1337,1593.4,1,0,0,0,0
13355,104,67,29,96,240,119,875,31,72,236,0,0,0,0,0,0,0,0,0,0,1496.9,1611.9,0,1,1,0,0
13356,202,80,267,4,141,875,67,28,517,58,65.75,-19.3,65.75,84.6,48.8,-65.75,-65.75,-48.8,-84.6,19.3,1751.8,1291.6,1,0,0,0,1
13357,8,141,875,134,26,80,32,84,202,236,-46.8,-45.5,-51.6,-77.35,-77.35,77.35,45.5,46.8,77.35,51.6,1069.2,1707.9,0,1,0,1,0
13358,267,60,8,236,777,35,145,77,10,238,-41.48,-41.48,-41.48,-41.48,-41.48,41.48,41.48,41.48,41.48,41.48,1260.9,1529.8,0,1,0,1,0
13359,30,516,89,202,91,245,497,10,145,875,0,0,0,0,0,0,0,0,0,0,1561.9,1408.1,1,0,0,1,0
13360,516,84,77,50,29,106,432,202,157,82,-83.6,20.7,-88.5,-80.95,-80.95,88.5,80.95,80.95,-20.7,83.6,1170.1,1583.1,0,1,1,0,0
13361,104,45,80,240,74,60,267,145,134,114,0,46,0.35,0,0.35,0,-0.35,-0.35,-46,0,1396.3,1429.6,0,1,0,1,1
13362,106,63,202,122,131,114,81,84,120,57,49.2,65.85,65.85,159.1,-114.3,-159.1,-65.85,114.3,-49.2,-65.85,1804.6,1411.5,1,0,1,0,1
13363,235,777,7,43,32,84,143,67,119,64,24.5,0,0,24.5,88.1,0,-24.5,0,-24.5,-88.1,1311,1305,1,0,0,1,0
13364,24,43,202,104,10,236,157,25,267,8,0,13.15,13.15,187.2,0,0,-13.15,-187.2,-13.15,0,1490.1,1259.5,1,0,1,0,1
13365,30,235,3,555,164,55,134,114,20,360,-24.7,0,0,0,-90,0,0,90,24.7,0,1360.8,1619.4,1,0,1,0,1
13366,432,120,202,98,34,121,267,131,8,22,37.4,37.4,37.4,37.4,37.4,-37.4,-37.4,-37.4,-37.4,-37.4,1477,1361.7,1,0,1,0,1
13367,82,78,81,84,64,80,202,102,3,105,-141.1,0,0,0,-5.3,141.1,0,5.3,0,0,1177.4,1516.1,0,1,1,0,0
13368,3,28,201,202,164,74,80,134,59,58,-129.5,-129.5,-129.5,-129.5,-129.5,129.5,129.5,129.5,129.5,129.5,1026.9,1793,0,1,0,1,0
13369,266,121,43,202,4,114,145,16,32,161,0,0,77.6,77.6,128.7,0,-77.6,-77.6,0,-128.7,1759.4,1396.9,1,0,0,1,1
13370,875,45,60,267,202,26,6,81,3,164,0,0,0,5.25,5.25,-5.25,0,-5.25,0,0,1314.6,1457.2,0,1,1,0,1
13371,63,154,114,202,122,32,40,85,246,21,-9.3,-1.1,-36.2,-9.3,-32.3,1.1,9.3,32.3,36.2,9.3,1407.1,1315.9,1,0,1,0,1
13372,39,7,76,222,267,29,32,1,114,119,0,14.5,0,-60.2,-60.2,60.2,0,-14.5,0,60.2,1311.3,1516.5,0,1,1,0,0
13373,267,72,112,164,67,91,427,875,82,202,0,0,-52.7,28.2,0,52.7,0,0,-28.2,0,1372.4,1449.2,1,0,0,1,0
13374,145,516,112,517,120,555,22,82,36,54,0,0,0,0,0,0,0,0,0,0,1384.4,1575.8,0,1,0,1,0
13375,7,104,54,360,147,3,33,235,145,876,-49.88,-49.88,-49.88,-49.88,-49.88,49.88,49.88,49.88,49.88,49.88,1093.1,1519.9,0,1,0,1,0
13376,236,350,121,122,63,8,104,67,555,202,18.5,-32.15,2.8,12.7,-32.15,-18.5,-2.8,-12.7,32.15,32.15,1461.2,1570,0,1,1,0,1
13377,40,61,157,164,60,81,101,84,58,62,53.94,53.94,53.94,53.94,53.94,-53.94,-53.94,-53.94,-53.94,-53.94,1645.2,1129.8,1,0,1,0,1
13378,111,122,421,18,147,78,202,120,267,61,0.9,-67.7,-75.5,0.9,-28.1,67.7,-0.9,75.5,-0.9,28.1,1267.1,1469,0,1,1,0,0
13379,17,121,412,202,112,89,78,7,254,119,6.4,50.4,3.85,3.85,10.1,-3.85,-6.4,-10.1,-50.4,-3.85,1506,1318.8,1,0,1,0,1
13380,141,114,74,40,104,83,254,134,80,202,-108.3,-57.5,-29.2,-29.2,15.8,57.5,-15.8,108.3,29.2,29.2,1092.7,1396.7,0,1,1,0,1
13381,22,517,16,876,92,112,240,104,202,37,-4.55,25.1,-4.55,0,0,-25.1,0,0,4.55,4.55,1397.6,1513,0,1,1,0,0
13382,412,245,32,98,202,235,266,203,54,131,0,0,0,0,0,0,0,0,0,0,1560.6,1371.5,0,1,1,0,1
13383,12,26,60,202,114,89,30,240,74,141,2.15,-74.8,0,2.15,0,-2.15,74.8,0,-2.15,0,1229.1,1504.7,0,1,1,0,0
13384,134,10,141,1,145,523,30,555,31,84,14.42,14.42,14.42,14.42,14.42,-14.42,-14.42,-14.42,-14.42,-14.42,1472.5,1449.6,1,0,1,0,1
13385,53,120,245,63,57,141,107,236,103,69,21.32,21.32,21.32,21.32,21.32,-21.32,-21.32,-21.32,-21.32,-21.32,1505.1,1281.7,1,0,1,0,1
13386,29,2,112,876,236,103,202,89,31,120,87,0,17.5,0,87,-17.5,-87,-87,0,0,1806.6,1504.3,0,1,1,0,0
13387,131,11,157,266,267,202,876,555,12,92,0,130.6,0,0,0,0,-130.6,0,0,0,1342.8,1436.3,1,0,1,0,0
13388,11,10,13,111,236,555,32,22,266,91,-72.1,-78.9,84.1,1,1,-1,72.1,-1,78.9,-84.1,1405.8,1647,0,1,0,1,0
13389,58,3,134,59,202,360,555,80,32,84,-70.2,-30,-14.8,-48,-30,30,14.8,30,48,70.2,1335,1764.1,0,1,0,1,0
13390,84,141,350,86,83,67,245,120,82,555,0,195.3,0,0,23.7,0,0,-195.3,-23.7,0,1519.1,1388.2,1,0,1,0,1
13391,35,235,876,57,29,202,86,84,350,141,0,89.3,21.6,0,0,0,-21.6,-89.3,0,0,1752.8,1490.5,1,0,1,0,1
13392,131,145,267,20,23,268,28,202,12,98,0,52.35,52.35,-61.5,0,0,61.5,-52.35,-52.35,0,1241.4,1419.7,0,1,0,0,0
13393,142,107,497,236,876,267,39,45,254,74,-40.3,0,11,11,0,-11,40.3,0,0,-11,1510.8,1428.4,1,0,1,0,1
13394,875,61,35,202,1,14,60,777,110,432,0,-107.8,0,43.55,43.55,0,0,107.8,-43.55,-43.55,1446.5,1647.4,1,0,0,1,0
13395,254,8,16,236,268,21,246,26,41,28,-26.3,17.7,-19.95,-19.95,16.2,19.95,-16.2,19.95,-17.7,26.3,1448.6,1398.3,0,1,0,1,0
13396,498,117,245,62,32,350,81,27,120,55,-4.36,-4.36,-4.36,-4.36,-4.36,4.36,4.36,4.36,4.36,4.36,1495.1,1366.6,1,0,0,1,1
13397,92,4,203,267,81,43,17,777,50,32,86.46,86.46,86.46,86.46,86.46,-86.46,-86.46,-86.46,-86.46,-86.46,1837.9,1267.3,1,0,0,1,1
13398,8,104,497,21,4,107,91,134,555,121,0,103.6,49.2,49.2,0,0,0,-49.2,-49.2,-103.6,1689.5,1342.8,1,0,1,0,1
13399,10,55,21,32,81,875,76,119,238,53,0,-103,0,11.3,0,0,-11.3,0,103,0,1301.9,1495.1,0,1,1,0,0
13400,27,254,50,4,555,26,1,57,141,81,-101.6,86.7,93.55,26.2,93.55,-93.55,-26.2,101.6,-86.7,-93.55,1683.1,1318,0,1,1,0,1
13401,245,120,75,119,350,103,27,267,104,202,0,0,0,0,0,0,0,0,0,0,1459.1,1329,0,1,1,0,1
13402,29,4,875,53,28,61,777,202,40,104,0,0,110.2,0,-77.7,0,-110.2,0,0,77.7,1620,1470.5,1,0,1,0,1
13403,1,104,777,350,236,268,81,120,54,267,42.15,42.2,-115,42.15,47.1,-47.1,-42.15,-42.2,115,-42.15,1521.4,1265.5,1,0,1,0,1
13404,235,113,107,4,53,120,20,50,99,111,0,0,0,0,0,0,0,0,0,0,1562.4,1654.6,0,1,1,0,1
13405,875,21,104,63,131,78,202,84,19,267,-26.6,0,19.7,0,0,26.6,0,0,-19.7,0,1560.7,1475.6,0,1,1,0,0
13406,45,112,875,106,421,120,3,63,119,107,-51.7,-51.7,-51.7,-51.7,-51.7,51.7,51.7,51.7,51.7,51.7,1192.7,1526.5,1,0,0,1,0
13407,112,81,3,27,72,89,63,67,2,57,0,-9.1,-9.1,0,53.5,9.1,0,9.1,-53.5,0,1324.3,1378.6,1,0,0,1,1
13408,54,121,202,517,57,27,10,50,235,19,91.8,-115.1,-0.65,7.4,-0.65,-91.8,-7.4,0.65,0.65,115.1,1454,1508.5,0,1,1,0,1
13409,32,119,412,58,102,29,81,254,245,240,0,-0.25,-0.25,73.9,0,0.25,0.25,0,0,-73.9,1495.1,1510.5,1,0,1,0,1
13410,78,77,54,3,21,84,497,63,113,420,0,82,0,-35.8,0,0,0,0,-82,35.8,1338.7,1533.5,0,1,0,1,0
13411,50,120,875,112,107,121,202,555,27,147,29.65,-99.3,29.65,0,0,99.3,-29.65,-29.65,0,0,1674,1641,0,1,0,1,0
13412,8,50,32,62,555,76,114,245,81,147,-9.22,-9.22,-9.22,-9.22,-9.22,9.22,9.22,9.22,9.22,9.22,1462.9,1353.1,1,0,0,1,1
13413,113,145,107,131,111,117,3,36,106,202,-26.6,0,0,0,0,0,0,26.6,0,0,1582.8,1281.1,1,0,1,0,1
13414,412,1,360,104,78,517,50,57,203,114,5.55,-102,5.55,8.5,16.4,102,-5.55,-5.55,-8.5,-16.4,1454.9,1440.4,0,1,0,1,0
13415,432,112,254,119,164,89,79,114,202,246,30.7,-101.9,55.4,30.7,62.7,-30.7,-55.4,-62.7,-30.7,101.9,1388.4,1349.7,0,1,0,0,1
13416,238,53,235,427,27,24,121,3,202,267,14.3,-20.7,-20.7,9.2,33.9,-33.9,-9.2,-14.3,20.7,20.7,1458,1383.7,1,0,0,1,0
13417,32,86,163,114,412,45,203,62,111,157,-62.8,-58.4,42.5,-82.4,42.5,-42.5,62.8,82.4,-42.5,58.4,1292.1,1456.3,0,1,0,1,0
13418,203,63,267,266,517,114,120,53,84,45,-25.9,-32,-32,65.3,40.3,-65.3,25.9,32,-40.3,32,1487.9,1416.5,1,0,1,0,1
13419,131,150,32,15,350,267,203,202,17,517,-63.9,-63.9,-63.9,-63.9,-63.9,63.9,63.9,63.9,63.9,63.9,1222.6,1554.1,0,1,0,1,0
13420,120,254,517,114,119,134,202,57,72,92,81.32,81.32,81.32,81.32,81.32,-81.32,-81.32,-81.32,-81.32,-81.32,1700,1145.2,1,0,0,0,1
13421,81,120,497,74,79,44,84,254,105,22,-11.2,87.5,-11.2,-91.3,-38.8,11.2,91.3,-87.5,38.8,11.2,1405.3,1534.5,0,1,0,1,0
13422,39,236,89,120,84,56,238,202,147,114,-178,-9.35,-9.35,-125.1,39.2,125.1,-39.2,9.35,9.35,178,1357.1,1488.4,0,1,0,1,0
13423,20,111,83,145,112,25,202,126,3,77,-88.12,-88.12,-88.12,-88.12,-88.12,88.12,88.12,88.12,88.12,88.12,1189.6,1813.2,0,1,1,0,0
13424,427,202,43,517,39,6,10,50,245,119,-22.9,0,0,0,90.2,-90.2,0,0,22.9,0,1367.6,1457,0,1,1,0,0
13425,202,120,105,82,875,420,238,32,21,412,-6.35,-1.5,41.5,61.1,-6.35,-61.1,-41.5,1.5,6.35,6.35,1492.2,1521.4,0,1,1,0,1
13426,14,120,43,85,145,111,245,13,202,421,-121.4,-97.6,21.1,-1.8,21.1,-21.1,1.8,121.4,-21.1,97.6,1404.3,1581.7,0,1,1,0,0
13427,145,254,120,1,32,3,92,112,81,114,4.1,-24.3,-121.4,4.1,-32,-4.1,24.3,121.4,-4.1,32,1278.6,1614.1,0,1,0,0,0
13428,141,120,10,432,145,420,202,267,245,121,-72.5,69.3,0,0,0,-69.3,0,0,0,72.5,1290.9,1591.7,1,0,0,1,0
13429,21,427,238,50,516,80,203,142,876,145,0,-198,0,0,48,0,-48,0,198,0,1249.5,1515.7,0,1,0,1,0
13430,147,555,106,360,421,50,72,131,238,80,-65.3,42.35,-12.7,42.35,14.5,-42.35,12.7,-14.5,65.3,-42.35,1395.3,1248.7,1,0,1,0,0
13431,105,89,104,76,3,55,164,202,201,113,0,59.6,141.8,0,59.6,0,0,-59.6,-59.6,-141.8,1589,1214.1,0,1,1,0,1
13432,875,157,57,76,222,83,112,21,20,412,-46.8,50.8,-10.8,-22.5,-10.8,46.8,-50.8,10.8,22.5,10.8,1336.8,1325.4,1,0,1,0,0
13433,267,86,236,254,85,245,114,37,120,202,2.5,-57.5,2.5,-167.3,-241.5,57.5,241.5,-2.5,167.3,-2.5,1125.7,1682.8,0,1,0,1,0
13434,412,360,3,420,141,55,53,202,121,114,11.55,11.55,-49.8,-12.9,90.8,49.8,-11.55,-11.55,-90.8,12.9,1388.1,1384.8,1,0,0,1,0
